reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4316b16c-0080-4bf1-a33f-a567c1fd1542,Fikri Hidayatullah,https://play-lh.googleusercontent.com/a-/ALV-UjUQsIYqrCVV_we03LANvf0ruBYcHbQS6R8D3cSqyu1_UZpcqDk,"untuk aplikasi nya bagus banget dan mudah di pahami cocok bagi pemula dan lagi belajar crypto,tapi tolong untuk deposit E Wallet nya di tambahin jangan hanya gopay serta asset crypto nya tolong lebih real time lagi di flog sama apk lain beda banget",5,2,1.7.0,2025-12-08 11:15:57,"Hai! 👋
Terima kasih banyak untuk review positifnya! Senang banget tahu kamu suka dengan aplikasi Floq.
Soal fitur Futures, noted banget ya! Tim kami terus berusaha mengembangkan fitur-fitur baru, jadi semoga bisa segera hadir.
Stay tuned dan terus support Floq, ya! 🚀",2025-12-08 11:18:26,1.7.0
660aae08-9e48-4ca9-82f0-5828ee7ba033,franky jelly supanji,https://play-lh.googleusercontent.com/a-/ALV-UjVl69zi7y7A5UtNG4G914nqcYS1dbSfZLW02unTKBxSZ9VhZoA,"tolong dong untuk tampilannya di perbarui, di HP ku bikin sakit mata, tema y terang, tulisannya juga warna terang, jadi susah ngeliat nya, kalo bisa di buatkan pilihan utk tema y",3,1,1.7.1,2025-12-13 23:49:34,"Hai! 👋
Soal fitur Futures, noted banget ya! Tim kami terus berusaha mengembangkan fitur-fitur baru, jadi semoga bisa segera hadir.
Stay tuned dan terus support Floq, ya! 🚀
Kalau masalahnya sudah teratasi, kami akan sangat senang jika kamu bersedia mengupdate review-nya
Terima kasih atas feedback-nya! 💛",2025-12-14 00:02:36,1.7.1
9337ed60-b3e7-4bb0-857b-32ccf8b62467,jihan camila (Ann),https://play-lh.googleusercontent.com/a/ACg8ocKAY_SBCcv6eGq-QmDgxQxRP60MukHrxbP138xzln3Bt5Kc5WA=mo,"Aplikasi crypto ini bener-bener ngebantu aku buat mulai trading. Proses exchange crypto cepat, fitur beli bitcoin dan jual crypto sangat stabil, dan tidak ada bug sejauh ini. Sebagai pemula, aku merasa aplikasi ini sangat user-friendly. Buat yang sedang cari aplikasi jual beli crypto yang aman, lengkap, dan terpercaya, aplikasi ini wajib dicoba. Menurutku ini salah satu aplikasi crypto Indonesia yang paling nyaman dipakai sehari-hari. #AplikasiCrypto",5,0,1.7.1,2025-12-12 18:08:33,"Hai! Terima kasih banyak buat bintangnya!
Seneng banget bisa jadi bagian dari pengalaman kamu yang menyenangkan 💫

Kalau nanti ada yang mau ditanyain, keluh kesah, atau sekadar butuh bantuan, langsung aja ke fitur Live Chat di aplikasi Floq.

Stay happy dan semoga harimu semanis review kamu tadi~ ✨",2025-12-12 18:14:34,1.7.1
1850a54c-337c-451c-8466-48d71fff254d,Yaday Kece,https://play-lh.googleusercontent.com/a/ACg8ocIoJ8ZsfSPHoPwHuHq43_hWTg_KuIkq_dkKmcj1V72x_ZsDmg=mo,trading crypto menggunakan aplikasi floq sangat mudan dan membantu untuk pemula bagi yang mau invest crypto karena home pagenya yang tidak terlalu kompleks dan cocok untuk pemula membuat siapapun bisa untuk invest di crypto tetapi saran untuk aplikasi ini untuk menambahkan beberapa fitur agar lengkap #aplikasicrypto,5,0,1.6.1,2025-11-26 20:13:09,"Hai! Terima kasih banyak buat bintangnya!
Seneng banget bisa jadi bagian dari pengalaman kamu yang menyenangkan 💫

Kalau nanti ada yang mau ditanyain, keluh kesah, atau sekadar butuh bantuan, langsung aja ke fitur Live Chat di aplikasi Floq.

Stay happy dan semoga harimu semanis review kamu tadi~ ✨",2025-11-26 21:54:36,1.6.1
f908cee7-a5d2-4760-a154-e1b161977ac8,Rosmantik Manda,https://play-lh.googleusercontent.com/a/ACg8ocLB09-LeZaPWL_Qe7-R9lQaLR4clG6XcF28K5dRj2p92-Qg3A=mo,"Aplikasi ini sangat mudah digunakan, prosesnya gampang, mulai dari biaya transaksi yang murah dan fiturnya lengkap, aman dan terpercaya untuk investasi kripto. #AplikasiCrypto",5,0,1.5.7,2025-11-23 13:48:30,"Hai! Terima kasih banyak buat bintangnya!
Seneng banget bisa jadi bagian dari pengalaman kamu yang menyenangkan 💫
Kalau nanti ada yang mau ditanyain, keluh kesah, atau sekadar butuh bantuan, langsung aja ke fitur Live Chat di aplikasi Floq.
Stay happy dan semoga harimu semanis review kamu tadi~ ✨",2025-11-23 14:01:34,1.5.7
beadace1-10bc-41bb-8e06-9c58b7a6285b,Agung Jaya,https://play-lh.googleusercontent.com/a-/ALV-UjUkpvhLPtrSpj9aGhZQfSwA09EcacddeygALDBx0jrE_4v4goU,"trf penarikan ke bank pengguna ..menunggu prosesnya lama sekali gak seperti di awal buka... mohon segera di perbaiki. apakah hanya bisa di proses di jam kerja normal aj..jam 8 :00 -17:00..di luar itu gak bisakah..sy nunggu dr jam 1: 00 dini hari sampai pagi ini belum terproses trf nya..masih status "" menunggu""",1,2,1.7.1,2025-12-13 07:46:56,"Hai!
Maaf banget ya atas kendala yang kamu alami.
Biar bisa kami bantu lebih lanjut, kamu bisa langsung hubungi tim support melalui fitur Live Chat di aplikasi Floq.
Terima kasih sudah sabar — kita akan pastikan prosesnya berjalan lancar secepat mungkin! ✨",2025-12-13 08:12:35,1.7.1
a3d69922-7f7c-46da-87dd-c54533cb3585,Endang Zahra,https://play-lh.googleusercontent.com/a/ACg8ocJj0MS61c-7uzksA4Xwai5fZ028lKeNsA3rVrklGxh10jQdMg=mo,bagus cuma harus ada tutorial dan penjelasan penjelasan yang jelas tentang fitur dan lain2 agar pemula benar2 paham lalu aset yang pergerakannya tinggi ngak bisa d beli 🙏 mohon segera d upgrade,4,0,1.7.1,2025-12-14 20:34:58,"Hai! 👋
Terima kasih banyak atas review positifnya 🙌 Senang banget dengar kamu nyaman pakai aplikasi Floq.
Masukannya sudah kami catat ya 👍 Tim kami terus berinovasi, semoga segera bisa hadir.
Jangan lupa terus pantau update dari Floq 🚀",2025-12-14 20:43:06,1.7.1
bd883f21-5d1d-48d8-ac11-e586ff5707e0,Yohanes Bosco,https://play-lh.googleusercontent.com/a-/ALV-UjVp5XvO-J-DmTXwQR_eAk9ZGxzUVgd6vSwjS7max9UmUVxR_i_N,"aplikasi ini bagus banget bagi yang ingin berinvestasi jangka panjang bisa pakai aplikasi ini , untuk penggunaannya simple dan sangat gampang cukup 1000 rupiah aja udh bisa beli btc kapan lg , #JANGAN TAKUT UNTUK MULAI DR HAL KECIL",5,0,1.7.0,2025-12-08 17:48:38,"Haiii, makasih banyak udah sempetin kasih review! 🌟
Kita seneng banget bisa nemenin perjalanan kamu bareng FLOQ
Kalau nanti ada yang bikin bingung, pengen tanya-tanya, atau cuma mau say hi, langsung aja ke Live Chat ya!
Semoga hari kamu secerah semangatnya ✨",2025-12-08 17:53:01,1.7.0
3e319657-d4a3-43ad-93d2-517d8ed7c562,Achmad Kurnain,https://play-lh.googleusercontent.com/a-/ALV-UjWYzK3LOR7F0OoRSbvb6UreiC6V5tqmIbMW5055PtMfViEL9C8xgg,platforms digital exchange global made in Indonesia..lengkap dan praktis perdagangan asetnya..Ui nya bagus dan smooth aplikasinya.. saingan indodax dan tokocrypto Indonesia ..he.he,5,0,1.7.0,2025-12-08 06:46:25,"Hai! Terima kasih banyak buat bintangnya!
Seneng banget bisa jadi bagian dari pengalaman kamu yang menyenangkan 💫
Kalau nanti ada yang mau ditanyain, keluh kesah, atau sekadar butuh bantuan, langsung aja ke fitur Live Chat di aplikasi Floq.
Stay happy dan semoga harimu semanis review kamu tadi~ ✨",2025-12-08 07:06:43,1.7.0
76c215ad-b1ff-45fa-a24a-3f1d560643f9,Aqua Ku,https://play-lh.googleusercontent.com/a/ACg8ocLc5HRiVmiOrAWA16JrYjlQiXboJsyB4_7_2CEcHyhGzYlPhQ=mo,"aplikasi crypto ini sangat bagus mudah di pelajari dan enak buat pemula kek saya, buruan download aplikasi sangat rekomendasi *#Aplikasi Crypto*",5,0,1.5.7,2025-11-22 00:24:37,"Hai! Terima kasih banyak buat bintangnya!
Seneng banget bisa jadi bagian dari pengalaman kamu yang menyenangkan 💫
Kalau nanti ada yang mau ditanyain, keluh kesah, atau sekadar butuh bantuan, langsung aja ke fitur Live Chat di aplikasi Floq.
Stay happy dan semoga harimu semanis review kamu tadi~ ✨",2025-11-22 08:31:05,1.5.7
